Title,Author,Average rating,Number of ratings,Number of reviews,Genres,Publish year,Number of pages,Currently reading,Want to read
"The Forgotten (The Naming of Legends, #2)",Wendy Beck,4.51,41,13.0,"New Adult, Shapeshifters, Paranormal Romance, Romance",2014.0,443.0,3.0,
The Harem,Thomas Sweeney,4.24,51,26.0,"Erotic Romance, Romance, Erotica",2014.0,556.0,4.0,
"Breathe In (Just Breathe, #1)",Martha Sweeney,3.74,161,46.0,"Romance, Erotic Romance",2015.0,474.0,63.0,
Awfully Appetizing (Corpse-Eater Saga #1),Leod D. Fitz,4.14,151,30.0,"Urban Fantasy, Fantasy, Horror, Paranormal, Vampires, Supernatural, Fiction",2015.0,248.0,34.0,
Happy Holiday Homicides,Micah Patton,4.55,11,6.0,,,,,
Amarna Book I: Book of Ida,Grea Alexander,3.97,71,18.0,"Historical Fiction, Fiction, Egypt, Alternate History, Mystery, Historical",2012.0,,22.0,
Love Delayed In Dublin,Moni Boyce,4.16,76,29.0,"Contemporary Romance, Romance, Ireland",2020.0,193.0,29.0,
Dirty Eden,Torvi Tacuski,3.6,264,31.0,"Fantasy, Horror, Urban Fantasy, Romance, Science Fiction Fantasy, Demons, Adult",2012.0,346.0,21.0,
His Haven (Redemption #1),Harper A. Brooks,4.18,50,34.0,"Romance, Paranormal, Fantasy",2013.0,161.0,4.0,
"Destiny (Destiny, #1)",Cindy Ray Hale,4.03,170,80.0,"Young Adult, Romance, Contemporary, Amazon, Christian, Contemporary Romance, Christian Fiction",2013.0,316.0,40.0,
"Revenge (The Keeper, #2)",O.L. Ramos,4.32,200,32.0,Young Adult,2013.0,325.0,13.0,
The Sordid Promise (Breaking Insanity #1),Courtney Lane,3.89,1965,405.0,"Dark, BDSM, Erotica, Romance, Dark Romance, Abuse, Suspense",2014.0,300.0,72.0,
"9th Life (The Naming of Legends, #1)",Wendy Beck,4.0,103,45.0,"New Adult, Paranormal, Paranormal Romance, Shapeshifters, Urban Fantasy, Romance, Fantasy",2014.0,341.0,,
"Liliana (Liliana, #1)",Neva Squires-Rodriguez,3.95,111,11.0,Young Adult,2014.0,119.0,3.0,
Anne Hawksmoor: The Time Traveller,K.C. Harry,4.0,16,1.0,,,,,
"Crushed (Rushed, #2)",Gina Robinson,4.01,174,25.0,"Romance, New Adult, Young Adult",2014.0,221.0,10.0,
"Torn (Collide Trilogy, #2)",Ashley Stambaugh,4.47,17,4.0,Fantasy,2015.0,275.0,,
"The Divide (Dreamland, #2)",E.J. Mellow,4.24,654,83.0,"Fantasy, New Adult, Romance, Paranormal, Fiction, Fantasy Romance, Young Adult Fantasy",2015.0,390.0,163.0,
"Alice (The Wanderland Chronicles, #1)",J.M. Sullivan,3.81,466,167.0,"Fantasy, Young Adult, Retellings, Horror, Zombies, Dystopia, Science Fiction",2017.0,360.0,283.0,
Chasing Eveline,Leslie Hauser,4.28,75,50.0,"Young Adult, Contemporary",2017.0,300.0,6.0,
"Innocents (Dusty, #1)",Mary Elizabeth,3.98,4109,727.0,"Romance, New Adult, Young Adult, Contemporary, High School, Dark, Contemporary Romance",2014.0,282.0,267.0,
"A-Ma Alchemy of Love (AoL Mindfulness, #1)",Nataša Pantović,4.05,58,10.0,"Fiction, Spirituality, Self Help, Historical Fiction, Meditation, Philosophy, Alchemy",2016.0,218.0,8.0,
"The Pack: Addison (The Pack, #1)",Grea Alexander,4.21,38,3.0,"Paranormal, Horror, Historical Fiction, Werewolves, Fantasy",2016.0,,3.0,
Georgia Grace (Breathless #6; Ticket to True Love),Savannah Kade,4.0,301,49.0,"Romance, Contemporary, Contemporary Romance, Amazon, Sports",,202.0,317.0,
How We Fall,Kate Brauning,3.65,730,158.0,"Young Adult, Contemporary, Mystery, Romance, Fiction, Thriller, Mystery Thriller",2014.0,304.0,29.0,
"Mark of the Princess (The Kingdom Chronicles, #1)",B.C. Morin,3.67,249,84.0,"Fantasy, Young Adult, Romance, Magic, Paranormal, Paranormal Romance, Fairies",2012.0,267.0,7.0,
"Live Free or Die (Troy Rising, #1)",John Ringo,4.17,9493,493.0,"Science Fiction, Space Opera, Fiction, Military Fiction, Military Science Fiction, Audiobook, Space",2010.0,404.0,318.0,
Tagged: The Apocalypse,Joseph M. Chiron,3.32,374,70.0,"Horror, Zombies, Post Apocalyptic, Thriller, Dystopia, Paranormal, Apocalyptic",2011.0,120.0,9.0,
"Skybound (The Naming of Legends, #3)",Wendy Beck,4.39,31,8.0,"New Adult, Shapeshifters",2014.0,393.0,,82.0
"Libellus de Numeros (Magicae Mathematica, #1)",Jim West,4.3,121,68.0,"Young Adult, Fantasy, Mathematics",2014.0,383.0,21.0,
"The Trouble with Romance (Cupid, #2)",Tamara Philip,4.45,29,2.0,Romance,2015.0,,2.0,
"Tree of Life with Spiritual Poetry (AoL Mindfulness, #9)",Nataša Pantović,4.63,30,10.0,"Poetry, Spirituality, Nonfiction, Self Help, Adult, Philosophy, Inspirational",,264.0,7.0,
"Red Winter (Red Winter Trilogy, #1)",Annette Marie,4.28,13023,1667.0,"Fantasy, Romance, Young Adult, Mythology, Urban Fantasy, Magic, Audiobook",2016.0,346.0,2047.0,
Cabello: Mineau (Cabello #1),Grea Alexander,3.75,55,17.0,"Horror, Fiction, Mystery",2014.0,,4.0,
The Octunnumi Fosbit Files Prologue,Trevor Alan Foris,4.03,10156,533.0,"Fantasy, Fiction, Young Adult, Science Fiction, Adventure, New Adult, Adult",2020.0,520.0,773.0,
Deep World Blood (Deep World Saga #2),Charlotte Malina Meridian,4.44,9,3.0,,,,,
Edge of Eighteen,Melinda Hazen,4.24,49,5.0,"Romance, New Adult, Teen, Slow Burn, Love Story, Love, Fiction",2020.0,309.0,29.0,
"Lost Voices (Lost Voices, #1)",Sarah Porter,3.61,7222,960.0,"Fantasy, Mermaids, Young Adult, Paranormal, Fiction, Romance, Young Adult Fantasy",2011.0,291.0,246.0,
"Redwood Pack, Vol. 2 (Redwood Pack, #2-2.5)",Carrie Ann Ryan,4.28,602,27.0,"Shapeshifters, Paranormal Romance, Romance, Paranormal, Fantasy, Contemporary Romance, Supernatural",2012.0,358.0,14.0,
"East (East, #1)",Edith Pattou,4.14,46378,3489.0,"Fantasy, Young Adult, Romance, Retellings, Fairy Tales, Fiction, Adventure",2003.0,507.0,694.0,
Sloughing Off the Rot,Lance Carbuncle,3.95,128,61.0,"Bizarro Fiction, Horror, Fantasy, Fiction, Adult, Humor",2012.0,280.0,9.0,
Love Kinection,Jennifer James,3.5,417,56.0,"Romance, Contemporary Romance, Contemporary, Humor, New Adult, Erotica, Geek",2012.0,86.0,5.0,
Chaysing Dreams (Chaysing Trilogy #1),Jalpa Williby,4.3,201,109.0,"Romance, Young Adult, Paranormal, Romantic Suspense",2013.0,373.0,15.0,
"Camelot Burning (Metal & Lace, #1)",Kathryn Rose,3.41,334,82.0,"Fantasy, Steampunk, Young Adult, Historical Fiction, Arthurian, Romance, Mythology",2014.0,408.0,13.0,
"Finding Ever After (Ever After, # 1)",Stephanie Hoffman McManus,4.18,1102,152.0,"Romance, New Adult, Music, Contemporary Romance, Contemporary, Young Adult, Drama",2014.0,321.0,78.0,
"Unsaid (The Manhattanites, #3)",Avery Aster,3.51,626,184.0,"M M Romance, BDSM, Romance, Erotica, Contemporary, Contemporary Romance, LGBT",2015.0,,72.0,
Hopeful,Louise Bay,4.01,3305,347.0,"Romance, Audiobook, Second Chance, Contemporary Romance, Contemporary, New Adult, Friends To Lovers",2014.0,384.0,326.0,
Just Ella (Books of Dalthia #1),Annette K. Larsen,4.2,3087,607.0,"Romance, Fantasy, Young Adult, Fiction, Clean Romance, Historical Fiction, Fairy Tales",2013.0,300.0,194.0,
"Breathe Out (Just Breathe, #2)",Martha Sweeney,4.23,69,23.0,"Romance, Erotic Romance",2015.0,436.0,3.0,
"Afraid to Fly (Fearless, #2)",S.L. Jennings,4.12,1771,223.0,"New Adult, Romance, Dark, Contemporary Romance, Abuse, Contemporary, Amazon",2015.0,292.0,139.0,
Land of the Beautiful Dead,R. Lee Smith,4.12,7114,1124.0,"Fantasy, Romance, Dark, Paranormal, Horror, Dystopia, Enemies To Lovers",2015.0,733.0,865.0,
"Dangerous Games (DCYE, #4)",Lynessa Layne,4.3,77,4.0,Reverse Harem,,490.0,5.0,
"Revealed (House of Night, #11)",P.C. Cast,3.89,39896,1868.0,"Fantasy, Young Adult, Vampires, Paranormal, Romance, Fiction, Supernatural",2013.0,306.0,1129.0,
"Elixir (Covenant, #3.5)",Jennifer L. Armentrout,4.31,37444,2448.0,"Fantasy, Young Adult, Paranormal, Romance, Mythology, Paranormal Romance, Novella",2012.0,110.0,241.0,
Running Scarred (Scarred #1),Jackie Williams,3.7,568,55.0,"Romance, Military Fiction, Contemporary Romance, Military Romance, Contemporary, Disability, Beauty and The Beast",2011.0,242.0,68.0,
Anne Hawksmoor: Lost in Time (Book 2),K.C. Harry,4.11,9,1.0,,,,,
Curveball (Curveball #1),Teresa Michaels,4.54,176,75.0,"Romance, Romantic Suspense, Suspense, Contemporary Romance, Fiction, Mystery, Sports Romance",2014.0,413.0,4.0,
"Human.4 (Point 4, #1)",Mike A. Lancaster,3.59,5939,854.0,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Horror, Mystery",2011.0,240.0,96.0,
"Eyes of Ember (Imdalind, #2)",Rebecca Ethington,4.27,6438,425.0,"Fantasy, Paranormal, Young Adult, Romance, Magic, Paranormal Romance, Supernatural",2013.0,380.0,1384.0,
"The Air I Breathe (Liliana Batchelor, #3)",Holly Blackstone,4.16,124,7.0,Erotica,2013.0,,10.0,
"Running on Empty (Running On Empty, #1)",Colette Ballard,3.73,234,70.0,"Young Adult, Contemporary, Romance, Mystery, Realistic Fiction, Thriller, Fiction",2013.0,376.0,7.0,
Destroyed,Pepper Winters,4.07,13021,1582.0,"Dark, Romance, Dark Romance, Erotica, Abuse, Contemporary, Contemporary Romance",2014.0,408.0,930.0,
"The Madman's Daughter (The Madman's Daughter, #1)",Megan Shepherd,3.68,25049,3776.0,"Young Adult, Historical Fiction, Horror, Fantasy, Mystery, Historical, Romance",,,,
"Angels in Leather (Rebels on Bikes, #1)",Bella Jewel,3.99,6316,477.0,"Romance, Dark, BDSM, Abuse, Contemporary Romance, Erotica, Contemporary",2014.0,289.0,72.0,
"What the Lightning Sees: Part One (Lightning, #1)",Louise Bay,4.1,662,97.0,"Novella, Contemporary, Chick Lit, Contemporary Romance, New Adult, Erotica",2015.0,126.0,29.0,
"Storm Siren (Storm Siren, #1)",Mary Weber,3.67,10671,1345.0,"Fantasy, Young Adult, Romance, Magic, High Fantasy, Paranormal, Young Adult Fantasy",2014.0,333.0,597.0,
Auschwitz Lullaby,Mario Escobar,4.23,20314,2049.0,"Historical Fiction, Holocaust, Fiction, World War II, Historical, War, Audiobook",2016.0,281.0,2237.0,
Rebellion Book I: Book of Quay,Grea Alexander,4.29,35,6.0,"Historical Fiction, Fiction, China, Historical Romance",2013.0,,7.0,
"Nevermoor: The Trials of Morrigan Crow (Nevermoor, #1)",Jessica Townsend,4.31,74389,11338.0,"Fantasy, Middle Grade, Fiction, Audiobook, Young Adult, Childrens, Magic",2017.0,465.0,3263.0,
"The Keeping (Law of the Lycans, #2)",Nicky Charles,4.17,16464,966.0,"Paranormal, Romance, Paranormal Romance, Werewolves, Shapeshifters, Fantasy, Adult",2010.0,347.0,551.0,
"Painted Faces (Painted Faces, #1)",L.H. Cosway,4.15,9104,1488.0,"Romance, Contemporary Romance, Contemporary, New Adult, Adult, Friends To Lovers, Erotica",2012.0,355.0,302.0,
"Step Across the Rubicon (Liliana Batchelor, #2)",Holly Blackstone,4.31,133,6.0,"Erotica, Romance",2013.0,,20.0,
"Fighting Destiny (The Fae Chronicles, #1)",Amelia Hutchins,3.96,48064,4051.0,"Fantasy, Paranormal, Fae, Romance, Paranormal Romance, Urban Fantasy, Magic",2013.0,394.0,7982.0,
Anne Hawksmoor: The Time Thief (Book 3),K.C. Harry,4.11,9,0.0,,,,,
"Breaking a Legend (Kavanagh Legends, #1)",Sarah Robinson,3.73,2445,455.0,"Romance, Sports, Contemporary Romance, Fighters, Contemporary, Mixed Martial Arts, Sports Romance",2015.0,273.0,184.0,
"Suit (The Twin Duo, #1)",Jettie Woodruff,4.12,4043,558.0,"Dark, BDSM, Dark Romance, Romance, Erotica, Abuse, Suspense",2015.0,271.0,135.0,
Set to Music,Negeen Papehn,3.99,136,85.0,"Romance, Contemporary Romance, Contemporary",2021.0,289.0,9.0,
"Kiss of Fire (Imdalind, #1)",Rebecca Ethington,4.08,10858,897.0,"Fantasy, Paranormal, Young Adult, Romance, Magic, Paranormal Romance, Supernatural",2012.0,354.0,3366.0,
Forgotten Faith: Six Years in Mormonism,Matthew Timion,3.75,16,5.0,,,,,
Souls Set Free,Kimmie Easley,4.09,133,43.0,Fiction,2012.0,188.0,26.0,
"Banish the Darkness (Liliana Batchelor, #4)",Holly Blackstone,4.23,92,4.0,Erotica,2013.0,,14.0,
Young Wives,Olivia Goldsmith,3.48,1188,73.0,"Fiction, Chick Lit, Romance, Contemporary, Novels, Roman, American",2000.0,608.0,102.0,
Miael: Family,Grea Alexander,3.95,40,7.0,"Horror, Thriller",2016.0,,2.0,
The Shadow Girl,Misty Mount,4.25,2403,92.0,"Fantasy, Fiction, Drama, Contemporary, Book Club, Novels, Young Adult",2017.0,300.0,25.0,
"Wundersmith: The Calling of Morrigan Crow (Nevermoor, #2)",Jessica Townsend,4.47,40820,5130.0,"Fantasy, Middle Grade, Audiobook, Fiction, Young Adult, Childrens, Magic",2018.0,467.0,1330.0,
"Kiss Me in Paris (Kiss Me, #1)",Dmytry Karpov,3.94,528,101.0,"Romance, New Adult, Contemporary Romance, Contemporary, Young Adult, Chick Lit, France",2013.0,336.0,27.0,
"The Edge of Normal (Reeve LeClaire, #1)",Carla Norton,3.72,3630,,"Thriller, Mystery, Fiction, Suspense, Mystery Thriller, Crime, Adult",2013.0,308.0,91.0,
"The Secret Sisters Club (Ginnie West Adventures, #1)",Monique Bucheger,4.33,88,63.0,"Middle Grade, Childrens, Contemporary",2012.0,226.0,15.0,
"Testing Fate (Mystic Wolves, #3)",Belinda Boring,4.29,1472,100.0,"Paranormal, Paranormal Romance, Werewolves, Romance, Shapeshifters, Vampires, Young Adult",2013.0,,48.0,
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,353177,19498.0,"Fantasy, Fiction, Young Adult, Classics, Science Fiction Fantasy, Audiobook, Magic",1968.0,183.0,15879.0,
"Second Kiss (Second Kiss, #1)",Natalie Palmer,3.86,6897,279.0,"Young Adult, Romance, Contemporary, Chick Lit, High School, Friends To Lovers, Young Adult Romance",2010.0,237.0,56.0,
"The Collector (Dante Walker, #1)",Victoria Scott,3.55,8782,1292.0,"Young Adult, Paranormal, Romance, Fantasy, Demons, Angels, Paranormal Romance",2013.0,352.0,190.0,
"Waiting for Mercy (Cambion, #2)",Shannon Dermott,4.12,1288,113.0,"Paranormal, Angels, Young Adult, Demons, Paranormal Romance, Fantasy, Romance",2012.0,,8.0,
"The Friend Zone: Chloe and Skye (The Friend Zone, #1)",Tabetha Thompson,3.91,90,44.0,New Adult,2014.0,,1.0,
"Dragon's Game (Moonsongs, Book 4)",E.J. Wesley,4.4,10,5.0,New Adult,2013.0,45.0,,42.0
"Mindful Being (AoL Mindfulness, #4)",Nataša Pantović,4.71,48,14.0,"Spirituality, Self Help, Nonfiction, Meditation, Adult, Psychology, Personal Development",2014.0,187.0,,845.0
"Skin Deep (Skin Deep, #1)",J.M. Stone,3.98,10168,720.0,"Romance, Contemporary Romance, Erotica, Contemporary, New Adult, Humor, Erotic Romance",2013.0,277.0,163.0,
"Santa's Executive (Holiday, Montana, #2)",Carrie Ann Ryan,4.1,782,109.0,"Romance, Paranormal, Paranormal Romance, Christmas, Holiday, Contemporary, Fantasy",2012.0,280.0,62.0,
"The Faceless Ones (Skulduggery Pleasant, #3)",Derek Landy,4.4,30880,1343.0,"Fantasy, Young Adult, Urban Fantasy, Fiction, Magic, Mystery, Middle Grade",2008.0,395.0,613.0,
"Here (On the Otherside, #1)",Denise Grover Swank,3.84,3280,444.0,"Young Adult, Paranormal, Fantasy, Romance, Dystopia, Science Fiction, Fiction",2011.0,350.0,203.0,
The Aviary,Kathleen O'Dell,3.77,5017,584.0,"Fantasy, Mystery, Middle Grade, Young Adult, Historical Fiction, Fiction, Childrens",2011.0,337.0,104.0,
"Rouge (Cheveux Roux, #1)",Leigh Talbert Moore,3.98,229,91.0,"New Adult, Romance, Historical, Young Adult, Contemporary, Contemporary Romance, Historical Fiction",2012.0,300.0,4.0,
"Warrior Beautiful (Riders of Paradesos, #1)",Wendy Knight,3.95,210,54.0,"Fantasy, Young Adult, Unicorns, Paranormal, Magic",2013.0,203.0,12.0,
"A Christmas Proposal (Hidden Threat, #1.5)",Sherri Hayes,3.84,109,17.0,"Romance, Christmas, Adult, Holiday, Short Stories, Contemporary, Contemporary Romance",2012.0,69.0,11.0,
Conscious Parenting: Mindful Living Course (AoL Mindfulness #5),Nataša Pantović,4.37,63,15.0,"Parenting, Self Help, Nonfiction, Spirituality, Psychology, Childrens, Meditation",2015.0,228.0,1.0,
"Chanting Mantras with Best Chords (AoL Mindfulness, #6)",Nataša Pantović,4.67,33,5.0,"Nonfiction, Self Help, Meditation, Spirituality, Adult, Music",2015.0,77.0,,245.0
"Mindful Eating with delicious raw vegan recipes (AoL Mindfulness, #3)",Nataša Pantović,4.64,39,7.0,"Vegetarian, Self Help, Vegan, Nonfiction, Nutrition, Spirituality, Adult",2015.0,120.0,,437.0
"No Mercy (Cambion, #2.5)",Shannon Dermott,3.84,567,47.0,"Paranormal, Angels, Young Adult, Demons, Supernatural, Romance, Fantasy",2012.0,76.0,4.0,
Traffic Jam,Melissa Groeling,4.21,48,34.0,Young Adult,2012.0,300.0,3.0,
"Destiny Binds (Timber Wolves Trilogy, #1)",Tammy Blackwell,3.98,8985,609.0,"Paranormal, Young Adult, Werewolves, Fantasy, Romance, Shapeshifters, Paranormal Romance",2011.0,232.0,224.0,
Umbrella Summer,Lisa Graff,4.06,6687,663.0,"Realistic Fiction, Middle Grade, Fiction, Childrens, Grief, Young Adult, Contemporary",2000.0,240.0,149.0,
"Half Bad: Das Dunkle in mir (The Half Bad Trilogy, #1)",Sally Green,3.78,56826,7518.0,"Fantasy, Young Adult, Paranormal, Magic, Fiction, Witches, Urban Fantasy",,,,
"Inevitable (Harmony, #1)",Angela Graham,4.05,12421,1052.0,"Romance, New Adult, Contemporary Romance, Contemporary, Chick Lit, Adult, Audiobook",2013.0,320.0,479.0,
"Savor (Warm Delicacy, #1)",Megan Duncan,3.71,2853,246.0,"Vampires, Young Adult, Paranormal, Fantasy, Romance, Paranormal Romance, Urban Fantasy",2011.0,284.0,108.0,
What I Was,Meg Rosoff,3.5,4647,,,,,,
The Waiting Sky,Lara Zielin,3.66,1303,164.0,"Young Adult, Contemporary, Romance, Realistic Fiction, Road Trip, Travel, Adventure",2012.0,246.0,15.0,
"The Finish Line (Arkadia Fast, #1)",Leslie Scott,4.35,46,23.0,"Romance, New Adult, Contemporary Romance",,368.0,3.0,
"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,4.14,132232,6785.0,"Fantasy, Fiction, Young Adult, Classics, Science Fiction Fantasy, Audiobook, High Fantasy",1971.0,180.0,3267.0,
"A Tale of Two Centuries (My Super Sweet Sixteenth Century, #2)",Rachel Harris,3.94,1619,289.0,"Young Adult, Time Travel, Romance, Fantasy, Historical Fiction, Contemporary, Historical",2013.0,326.0,34.0,
Butter,Erin Jade Lange,3.68,11088,1571.0,"Young Adult, Contemporary, Fiction, Realistic Fiction, Mental Health, Teen, High School",2012.0,294.0,371.0,
"Aberrant (Aberrant, #1)",Ruth Silver,3.76,1379,229.0,"Dystopia, Young Adult, Romance, Science Fiction, Fantasy, Fiction, New Adult",2013.0,240.0,44.0,
Shattered,Elizabeth Lee,3.86,3181,187.0,"Romance, New Adult, Young Adult, Contemporary, Contemporary Romance, Fiction, Friends To Lovers",2012.0,270.0,38.0,
"Dark Days (Skulduggery Pleasant, #4)",Derek Landy,4.41,25352,1089.0,"Fantasy, Young Adult, Urban Fantasy, Fiction, Magic, Mystery, Adventure",2010.0,415.0,571.0,
"The Scourge of Muirwood (Legends of Muirwood, #3)",Jeff Wheeler,4.21,17852,700.0,"Fantasy, Young Adult, Fiction, Magic, Audiobook, Science Fiction Fantasy, Romance",2011.0,368.0,2923.0,
"Tangled Tides (The Sea Monster Memoirs, #1)",Karen Amanda Hooper,3.93,2850,377.0,"Fantasy, Mermaids, Young Adult, Romance, Paranormal, Mythology, Paranormal Romance",2011.0,290.0,285.0,
Loving Ordinary Life: The Self-Help Book for People Who Are Tired of Self-Help Books,Anastasia Petrenko,4.04,99,30.0,"Self Help, Nonfiction, Audiobook",,104.0,28.0,
"Until I Die (Revenants, #2)",Amy Plum,4.16,29043,2059.0,"Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Zombies, Supernatural",2012.0,353.0,320.0,
"Courage (Mark of Nexus, #2)",Carrie Butler,4.1,577,79.0,"New Adult, Paranormal, Paranormal Romance, Romance, Fantasy, Magic, Urban Fantasy",2013.0,,16.0,
"Thief (Love Me with Lies, #3)",Tarryn Fisher,4.35,37084,4061.0,"Romance, New Adult, Contemporary, Contemporary Romance, Adult, Drama, Second Chance",2013.0,273.0,666.0,
"The Black Prism (Lightbringer, #1)",Brent Weeks,4.23,130501,6611.0,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Adult",2010.0,661.0,6440.0,
The Welsh Girl,Peter Ho Davies,3.45,4771,674.0,"Historical Fiction, Fiction, World War II, Historical, War, Romance, Book Club",2007.0,338.0,395.0,
"Pleasures of the Night (Dream Guardians, #1)",Sylvia Day,3.67,10487,712.0,"Romance, Paranormal, Erotica, Paranormal Romance, Fantasy, Adult, Audiobook",2007.0,304.0,749.0,
A Kiss in Time,Alex Flinn,3.75,19563,1841.0,"Fantasy, Young Adult, Romance, Fairy Tales, Retellings, Fiction, Magic",2008.0,384.0,215.0,
"Lightning Rider (Alterations, #1)",Jen Greyson,3.78,305,71.0,"Fantasy, Time Travel, Urban Fantasy, New Adult, Paranormal, Romance, Science Fiction",2013.0,314.0,75.0,
"Truly, Madly, Deadly",Hannah Jayne,3.47,7939,1015.0,"Mystery, Young Adult, Thriller, Contemporary, Mystery Thriller, Suspense, Fiction",2013.0,272.0,336.0,
Just Friends With Benefits,Meredith Schorr,3.59,716,78.0,"Chick Lit, Romance, Contemporary, Womens Fiction, Romantic Comedy, Humor, Adult",2010.0,363.0,51.0,
"My Heart for Yours (Crawford, #1)",Steph Campbell,3.77,4463,267.0,"Romance, New Adult, Young Adult, Contemporary, Contemporary Romance, Chick Lit, Young Adult Romance",2012.0,254.0,76.0,
"Phoenix Burning (Maggie Henning & the Realm, #2)",Lisa C. Morgan,4.76,80,24.0,,,,,
"Cursed (The Watchers, #1)",S.J. West,3.95,6990,490.0,"Fantasy, Angels, Paranormal, Romance, Young Adult, Paranormal Romance, Supernatural",2012.0,458.0,1749.0,
"Fire Country (The Country Saga, #1)",David Estes,4.05,2245,388.0,"Dystopia, Young Adult, Science Fiction, Fantasy, Post Apocalyptic, Romance, Fiction",2013.0,398.0,191.0,
"Let Me Go (Let Go, #1)",D.C. Renee,3.65,795,120.0,"Dark, Romance, Enemies To Lovers, Contemporary Romance, Contemporary, New Adult, Adult Fiction",2014.0,,43.0,
"Sweet Sofie (The Moreno Brothers, #3)",Elizabeth Reyes,3.88,7864,284.0,"Romance, New Adult, Young Adult, Contemporary, Contemporary Romance, Friends To Lovers, High School",2011.0,223.0,375.0,
"The Highwayman (Corona: Saga of the First King, #1)",R.A. Salvatore,3.99,4479,150.0,"Fantasy, Fiction, Audiobook, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Forgotten Realms",2004.0,405.0,130.0,
"Merrick's Maiden (Cosmos' Gateway, #5)",S.E. Smith,4.18,2270,102.0,"Science Fiction, Aliens, Romance, Science Fiction Romance, Fantasy, Paranormal, Paranormal Romance",2014.0,234.0,165.0,
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,4.3,1540,37.0,"Contemporary, Fiction, Poetry, Adult, New Adult, Drama, Novels",2018.0,74.0,51.0,
"Old Blood (Experiment in Terror, #5.5)",Karina Halle,4.07,3627,354.0,"Paranormal, Horror, Ghosts, Novella, Romance, Urban Fantasy, Paranormal Romance",2012.0,93.0,89.0,
"Songs of the Wind (Love Lines, #2)",Diana Nixon,4.43,46,21.0,,,,,
Wife Maintenance Quarterly,Michael Pugh,3.5,4,2.0,,,,,
The Romeo Club,Rebekah L. Purdy,3.63,340,61.0,"Young Adult, Romance, Contemporary, Chick Lit, Contemporary Romance, High School, Friends To Lovers",2014.0,181.0,14.0,
"Darken the Stars (Kricket, #3)",Amy A. Bartol,4.13,12237,1516.0,"Fantasy, Romance, Young Adult, Science Fiction, Paranormal, New Adult, Aliens",2015.0,282.0,818.0,
"The Benson (Experiment in Terror, #2.5)",Karina Halle,4.07,4155,348.0,"Paranormal, Horror, Ghosts, Romance, Novella, New Adult, Urban Fantasy",2011.0,44.0,74.0,
"Unsterblich verliebt (Intertwined, #1)",Gena Showalter,3.87,18867,1269.0,"Young Adult, Paranormal, Fantasy, Vampires, Romance, Paranormal Romance, Werewolves",2009.0,352.0,435.0,
"Epic (Epic, #1)",Conor Kostick,3.96,6819,600.0,"Fantasy, Science Fiction, Young Adult, Dystopia, Fiction, Adventure, Teen",2004.0,384.0,234.0,
"Breaking the Nexus (Mythrian Realm, #1)",Lindsay Avalon,4.24,333,126.0,"Paranormal, Romance, Fantasy, Paranormal Romance, Urban Fantasy, Magic, Demons",2012.0,200.0,18.0,
Hannah's Voice,Robb Grindstaff,3.88,245,52.0,Literary Fiction,2013.0,242.0,25.0,
"Taking Back Forever (The Kindrily, #2)",Karen Amanda Hooper,4.2,1161,203.0,"Fantasy, Young Adult, Romance, Paranormal, Paranormal Romance, Magic, New Adult",2013.0,365.0,66.0,
"Hunted (Sinners, #2)",Abi Ketner,4.05,1258,116.0,"Dystopia, Young Adult, Romance, Science Fiction, Fantasy, Teen, Love",2015.0,414.0,126.0,
"A Total Waste of Makeup (Charlize Edwards, #1)",Kim Gruenenfelder,3.7,12347,481.0,"Chick Lit, Romance, Fiction, Humor, Romantic Comedy, Contemporary, Contemporary Romance",2005.0,368.0,104.0,
Banshee Charmer (Files of the Otherworlder Enforcement Agency #1),Tiffany Allee,3.42,242,69.0,"Paranormal, Romance, Urban Fantasy, Paranormal Romance, Adult, Mystery, Witches",2012.0,159.0,6.0,
"His Secretary: Undone (A Novel Deception, #1)",Melanie Marchande,3.71,5588,452.0,"Romance, Contemporary Romance, Erotica, Contemporary, BDSM, Humor, Audiobook",2014.0,262.0,321.0,
"Sea of Stars (Kricket, #2)",Amy A. Bartol,4.25,13396,930.0,"Fantasy, Romance, Young Adult, Science Fiction, Paranormal, New Adult, Aliens",2015.0,320.0,1159.0,
"Bloody Jack (Bloody Jack, #1)",L.A. Meyer,4.12,27556,2652.0,"Historical Fiction, Young Adult, Adventure, Pirates, Fiction, Historical, Audiobook",2002.0,304.0,434.0,
"Fracture (Fracture, #1)",Megan Miranda,3.72,15408,1850.0,"Young Adult, Paranormal, Fantasy, Romance, Mystery, Contemporary, Fiction",2012.0,262.0,691.0,
"Branded (Sinners, #1)",Abi Ketner,3.79,8087,1355.0,"Dystopia, Young Adult, Romance, Fantasy, New Adult, Science Fiction, Post Apocalyptic",2013.0,384.0,507.0,
